sentiment,content
happy,wanna go hav beauti sleep gdnite sweet dream
neutral,dopppp rock show les moshi moshhhh pit
happy,oh gosh know happend yesterday
happy,thank know realli love bhb
sad,oh pw done wrong sign time ur children articl wrong neil gaiman teas bea
angry,opioid rapid pill plagu speed generat puls rapid rabid impair ist choic stack usag vs street ingest demo us
happy,cute ii love
sad,charlen love miss
happy,anoth one come later week westlif dvd tradem one
happy,dad total rock offspr pretti fli white guy haha
neutral,ii work 4 realli want geordano thin crust chees black oliv peperoni mushroom pizza
happy,right happi win packet salt n vinegar crisp new exhaust mine fell a1
happy,realli disappoint whole promiscu girl thing congrat success think wast talent
happy,happi mother day mother time hit hay much love tweep
happy,happi everyth good see good side everyth
neutral,go set ipod iphon home screen scroll bottom find twitterfon set
angry,rather outdat bigot worst outdat patronis imperialist monoculturalist self righteous best
sad,decid bit lackadais get dress get groceri
happy,happi mother day
angry,turn soon say hi burst tear lmaoo overwhelm
neutral,would premier avatar footag also better hang
sad,pictur make thristi everyday
neutral,morn paul
angry,oh yeah mom told thought meant twitter id confus suck sick
angry,damn anoth day offic sun burst sky women eh well back keyboard
sad,lmao want repli booooo repli one us lmfaoooo
sad,happi mother day ugh sick school tomorrow watch e news keep kardashian dreamgirl
happy,im send mother
sad,alon home
angry,indian uber driver call someon n word move vehicl jump disgust offend
angry,jv girl earn w vs stonington 2 1 today goal k wait winakor 1 assist
neutral,
happy,listen man cant move 3 love connect gw dutch might art later
happy,banger sit 2013 reason great do alia rejoic kzfqr
happy,watchinggg new video sooo good addict
happy,ach rugbi good game
neutral,thank good starbuck ice coffe feel sluggish today think aw la weather
happy,glee fill normi dri hump recent high profil celebr break pathet wrong world today
happy,get tonight bridesmaid mom bride rockin recept
neutral,woke dream met hero author ann rice son author christoph rice euphoria perhap would someday
neutral,vote close
happy,yesss sweet see tough love real love
neutral,baaad linz rather sheesh text finger broke
happy,evrytim listen name tat plce remind mojojojo dexter lab
happy,hey keep clear robluket live
sad,swine flu temperatur screen feel like crimin cold
happy,11 11 make wish
sad,still pool key wth even hot today
happy,go show amsterdam wait
angry,mayb transgend media would cover outrag
happy,serious sick grumpi thing gonna cheer order xmas food go
sad,im hungri noth eat
happy,happi mother day mum love lot 1 month 11 day go 1 month go bbi love bash
angry,ugh access mobil web
sad,6 30pm sun set soon set soon grab dinner catch sitcom
neutral,watch kid eat ice cream
happy,lauren amaz well see hill lol seem like great friend
neutral,b u slept miss ride chillin telli friday night
neutral,see
neutral,haha wish 1 fill broke 1 caviti need get fix
happy,pik hair braid scrub make relaxxxx tonight fun
happy,need make plan come back uk yest made year love xo
sad,10 allerg hot wax
sad,forgiv good lord time knew wat except mighti oracl ing care fulli support unixodbc
sad,im ride high low mood chore blow
sad,tri find pic twitter ihav big upload shall remain faceless lol
neutral,morn new profil pic
angry,karev better serious done done angri unfair ugh
happy,aw frank like movi cool fulli understand think cool
neutral,thank ff
angry,pleas canadian player play us player lag atroci fixthisgam trash sfvrefund
angry,like up much today
happy,wish would see eye heart
happy,hahaha thank clear
neutral,better believ miss world
happy,im gonna go bed alon sad day itll get better
happy,watch video youtub bf think go bed soon
angry,kill
sad,damn paid like 16 first slight stoopid show charg 47 pop make sad
neutral,go near hive tame
happy,look page realis radio show get play call want love track
happy,whatev decid make sure make
sad,sobrieti tri make sober fashion done zeroalcohol soberoctob clubsoda nomorehangov sober
angry,ugh infam xbox360 fuck lame ps3
sad,realli want read fic found serious room full meme
happy,read fun lightheart cheer right doubl caviti
happy,hi nanci fine till babi move get hous fun stuff earli hardest jump 1 2
happy,yer hope competit doesnt end post video lol realli good singer enter
neutral,wide awak readi big shop trip hope get tone sweet dealz lot fanci cloth
happy,cool
happy,inher humil
sad,lost fade
happy,serious want pug buy one
sad,know told didnt want stay home lie realli want stay home
sad,alway sober said drunk teach keep mouth shut \n ernest hemingway quot
angry,guy rage hard rocket leagu game beat start cri laugh hard lol
happy,garlic pill spider bite toe lol classic alway hungri u kill 2 funni
happy,aoh one best band play frosh stoke work tonight els total
neutral,tire
happy,happi live nyc see tomorrow
happy,rain gng rain danc
angry,cassidi butck bitch lol cant ever win
happy,brilliant weekend brilliant say work actual work
angry,got tire kitchen uninhabit swept mop floor dri work top
neutral,read blog post
sad,anyon ever heavi feel sad heart that case rite
sad,weak facebook fail
happy,sister said yayyy hannah hoedown today haaaa hannah hoe appar hoe
happy,nice meet toooo good know anoth one follow actual speak
angry,period exam day studi night studi sleep funni time
happy,thank happi mother day mom well
happy,ahh voic get better ask play id happi
neutral,tri fix weird queri
happy,pleas settl cheap cider meet deadlin seen new blog
sad,rain everi singl afternoon florida fair hehe
sad,get close dark insid
neutral,ff later busi make plan today beshi gonna dc june 5 6 bball game
happy,thank obama cut elat back home
neutral,4 get call mom tomorrow mother day
angry,gawwddd 6 headshotss inna row im fyaaahhh
neutral,wish coulda
happy,aw thank sam phil love
sad,aw see robert practic make sad
happy,realli help swear lot realiz haha
happy,archi propos veronica latest archi comic longest known love triangl come end poor betti
neutral,brows digit art tutori like found hen site refresh knowledg skill
angry,thank explain msn someth p hate spider happen one attack xd
happy,right 29 turn 30 octob think pretti much make us awesom
happy,would like know sourc presid optim run countri wonder answer curios
neutral,good long believ boy stupid need meet new one one know caus problem
neutral,need go sleep 4am tonight exhaust
sad,never ban court order
happy,go anoth guy like hope ill see fatti cali 8 day hes upset
happy,hi ya demi im glad ur back person love pictur haha
neutral,good price bulk sms premium sms
neutral,thank greedi look full fledg widget la twitter like share within nv 2 much expect
sad,home feel like go work tomorrow
happy,eat cooki sit around week thank andrea dear
neutral,food cheesecak factori w travi lost passport btwn sd lv
happy,thank good friend come hang ear know
neutral,lol thirsti
happy,honourari fluffett love hair left
happy,know anyon believ never die tour go warp know wait haha
angry,got much work
neutral,pre made jelli bradi
sad,rice crusti bread chili aawww
neutral,think vin hk
sad,2 complain head call despair god merci sin go back ask forgiv
angry,tri stay play madden 2k 17 addict
happy,goodnight beauti world sweet dream oliv juic
sad,say maw day wanna day sober octob way say ave mer chanc movemb son classicmoira glasgow sober
neutral,made breakfast today happi mother day
angry,stomach kill j sleep
happy,life good much greater thursday 5pm
neutral,look matter ethnic women someth els fella get amen duec
angry,waitin mani new good song end didnt like much
neutral,ah yes know feel
sad,failur use laci drive
neutral,make 1 minut anim dramat tragic stori 2 charact dialogu emot movement set light
sad,headach morn instead
happy,break back inferno love
neutral,cant sleep
angry,go anti graviti chamber tell graviti suck
sad,ummm sure miss ya alot think know meant
sad,get play golf kickin leadership team feel r gonna kick golf cours
happy,incredili love read tweet entertain keep
sad,rain delay
happy,better second half team season optim
sad,grim piec laughter stricken day
happy,thx 4 share
sad,rachael make want cri
happy,wolverin much fun gambit bit disappoint neither smooth cajun enough tast pretti though
sad,sad hollyoak
sad,sleep cooti \ni close eye dream awak weari sleepissu narcolepsi
happy,yeah play well optim
happy,get self nice cup tea turn music
happy,like sound love breez sound beauti love wind face
happy,lol dood love miss
happy,live long prosper fb
happy,happi star war day lol may forc strong
neutral,ugh 1 3 4th hour 19
neutral,happen dave
neutral,hi erin dm send u r follow twit prevent
neutral,busi exam tomorrow
happy,yes repriev one paper push back friday leav three page due 4 00pm even problem
sad,split headach
happy,great show
happy,tri teriyaki cooki tho got non win pop tart great
sad,comput got screw hell virus finish wipe drive reinstal window xp want mac
happy,ishra haha cassi ventura haircut yesterday beat music award
happy,guy rock tonight la love ya guy cab wait see anoth awesom show soon
neutral,listen new jona brother song
happy,wahey fanci meet thank tweet great twitter togeth
neutral,redbul amount caffin cup coffe theori quash nicola
happy,tri ask cheeseburg onion mustard mcdonald hilari
neutral,mayb think spend christmass
happy,know would make realli tire put sleep would sleep good rice lmao
sad,feelin depress miss soo damn fcking much besti wish wouldnt left yt
sad,sad face moment day
neutral,trueee
sad,porkistan lost terribl 65 american interv talk stop
sad,cuddl liter kill depress reliev anxieti strengthen immun system
neutral,dang want beach late night best sound wave breez hope well
neutral,take care yucki stuff
angry,blame 5 fuck idiot put world middl tantrum one
sad,pleasur realli enjoy random word poetri disappoint miss particip
sad,u lot bad thing r gonna final next week
happy,wait sytycd tour ashleighhh izzayyy
happy,realli wish could attend show rcmh spirit cheer dude
sad,realli enjoy episod bit gloomi day today feel sens inspir listen
neutral,work
angry,shut put money mouth that get wake vega
happy,spri though
neutral,makin tea stressin
happy,good morn twitter er rise shine way school
sad,ik feel sooo bad
neutral,yes clear relish act togeth spark perform milk laugh
neutral,talkingwithtami morn ms tammi fam look ador famili circl bought like see honey talk lol
happy,favorit littl cartoon movi world
sad,oh poop stupid twitter let put new pictur
happy,show us realli live perform lot differ emot stick one freak awesom
happy,happi franki back franc xx
happy,plant flover school garden 3 yr old mucki great fun
